day,high_f,low_f,precip_in,snow_in,snowdepth_in
2015-01-01,33.1,22.1,0.0,0.0,
2015-01-02,41.0,31.1,0.0,0.0,
2015-01-03,37.0,22.1,0.62,1.42,
2015-01-04,52.0,35.1,0.57,0.0,
2015-01-05,50.0,17.2,0.0,0.0,
2015-01-06,18.1,15.3,0.02,0.2,
2015-01-07,26.2,4.1,,,
2015-01-08,19.2,-0.8,0.0,0.0,
2015-01-09,30.2,19.2,0.01,0.2,
2015-01-10,24.3,17.2,0.0,0.0,
2015-01-11,33.1,15.3,0.0,0.0,
2015-01-12,37.9,33.1,0.2,,
2015-01-13,35.1,15.3,0.0,0.0,
2015-01-14,25.2,14.2,,,
2015-01-15,31.1,25.2,0.12,0.79,
2015-01-16,37.9,15.3,0.0,0.0,
2015-01-17,22.1,9.1,0.0,0.0,
2015-01-18,51.1,20.1,0.15,0.0,
2015-01-19,46.0,32.0,0.0,0.0,
2015-01-20,39.0,27.1,0.0,0.0,
2015-01-21,34.0,22.1,0.0,0.0,
2015-01-22,37.0,29.1,,,
2015-01-23,37.0,24.3,0.0,0.0,
2015-01-24,34.0,31.1,0.71,5.12,
2015-01-25,37.9,19.2,0.0,0.0,
2015-01-26,29.1,11.1,0.1,2.28,
2015-01-27,19.2,14.2,0.95,22.09,
2015-01-28,24.3,13.1,0.01,0.2,
2015-01-29,32.0,10.2,,,
2015-01-30,34.0,19.2,0.06,0.71,
2015-01-31,21.2,11.1,0.05,1.3,
2015-02-01,30.2,12.2,0.0,0.0,
2015-02-02,31.1,10.2,0.78,16.18,
2015-02-03,22.1,6.3,0.0,0.0,
2015-02-04,37.9,14.2,0.01,0.0,
2015-02-05,36.0,7.2,0.09,0.79,
2015-02-06,21.2,5.2,,,
2015-02-07,29.1,16.2,0.07,0.91,
2015-02-08,29.1,13.1,0.37,7.4,
2015-02-09,25.2,14.2,0.88,14.8,
2015-02-10,30.2,14.2,0.05,0.71,
2015-02-11,25.2,14.2,0.01,0.51,
2015-02-12,30.2,16.2,0.03,0.98,
2015-02-13,22.1,7.2,0.0,0.0,
2015-02-14,30.2,3.2,0.23,3.19,
2015-02-15,20.1,-1.8,0.39,12.99,
2015-02-16,19.2,-2.7,0.0,0.0,
2015-02-17,23.2,10.2,0.02,0.59,
2015-02-18,29.1,17.2,0.01,,
2015-02-19,30.2,10.2,0.06,2.4,
2015-02-20,20.1,5.2,0.0,0.0,
2015-02-21,34.0,4.1,0.17,1.1,
2015-02-22,39.0,28.2,0.11,0.12,
2015-02-23,33.1,4.1,0.0,0.0,0.0
2015-02-24,19.2,2.1,,,
2015-02-25,35.1,14.2,0.07,1.89,
2015-02-26,22.1,17.2,0.02,0.2,
2015-02-27,27.1,15.3,0.0,0.0,
2015-02-28,31.1,12.2,0.0,0.0,
2015-03-01,30.2,12.2,0.17,1.89,
2015-03-02,37.0,26.2,0.01,0.2,
2015-03-03,33.1,20.1,0.26,1.61,
2015-03-04,43.0,33.1,0.02,0.0,
2015-03-05,39.0,18.1,,,
2015-03-06,24.3,9.1,0.0,0.0,0.0
2015-03-07,37.9,17.2,0.0,0.0,
2015-03-08,42.1,24.3,,,
2015-03-09,48.0,26.2,0.0,0.0,
2015-03-10,48.0,31.1,0.06,0.0,
2015-03-11,57.0,37.0,0.01,0.0,
2015-03-12,43.0,25.2,0.0,0.0,
2015-03-13,39.9,24.3,0.0,0.0,
2015-03-14,39.0,31.1,0.8,0.0,
2015-03-15,41.0,27.1,0.27,2.91,
2015-03-16,45.0,26.2,0.0,0.0,
2015-03-17,51.1,28.2,0.14,,
2015-03-18,30.2,22.1,0.0,0.0,
2015-03-19,34.0,19.2,0.0,0.0,
2015-03-20,32.0,23.2,0.05,0.51,
2015-03-21,41.0,28.2,0.09,1.18,
2015-03-22,39.0,21.2,0.0,0.0,
2015-03-23,33.1,18.1,0.0,0.0,
2015-03-24,35.1,20.1,0.0,0.0,
2015-03-25,48.9,28.2,0.04,0.0,
2015-03-26,55.9,37.9,0.8,0.0,
2015-03-27,44.1,37.0,0.21,0.0,
2015-03-28,39.9,30.2,0.12,0.31,
2015-03-29,42.1,26.2,0.0,0.0,
2015-03-30,45.0,30.2,,,
2015-03-31,50.0,37.0,0.0,0.0,
2015-04-01,46.9,30.2,0.0,0.0,
2015-04-02,61.0,30.2,0.0,0.0,
2015-04-03,59.0,45.0,0.03,0.0,
2015-04-04,52.0,36.0,0.39,0.0,
2015-04-05,48.9,32.0,0.0,0.0,
2015-04-06,42.1,36.0,0.0,0.0,
2015-04-07,42.1,36.0,0.03,0.0,
2015-04-08,42.1,34.0,0.26,,
2015-04-09,37.0,33.1,0.09,0.0,
2015-04-10,55.0,36.0,0.09,0.0,
2015-04-11,57.0,42.1,0.0,0.0,
2015-04-12,68.0,39.0,0.0,0.0,
2015-04-13,69.1,41.0,0.0,0.0,
2015-04-14,64.9,52.0,0.01,0.0,
2015-04-15,66.9,50.0,0.0,0.0,
2015-04-16,60.1,41.0,0.0,0.0,
2015-04-17,64.9,46.9,0.06,0.0,
2015-04-18,60.1,43.0,0.0,0.0,
2015-04-19,50.0,41.0,0.0,0.0,0.0
2015-04-20,51.1,41.0,0.61,0.0,
2015-04-21,64.9,46.0,0.54,0.0,
2015-04-22,66.9,43.0,,0.0,
2015-04-23,51.1,37.9,0.0,0.0,
2015-04-24,50.0,37.0,,,
2015-04-25,55.9,36.0,0.0,0.0,
2015-04-26,55.9,43.0,0.0,0.0,
2015-04-27,57.0,45.0,0.1,0.0,0.0
2015-04-28,64.0,42.1,0.07,0.0,0.0
2015-04-29,54.0,48.0,0.0,0.0,
2015-04-30,55.0,44.1,0.0,0.0,
2015-05-01,48.9,39.0,0.0,0.0,0.0
2015-05-02,50.0,39.0,0.0,0.0,0.0
2015-05-03,66.9,45.0,0.0,0.0,0.0
2015-05-04,84.0,48.9,0.0,0.0,
2015-05-05,70.0,54.0,0.02,0.0,
2015-05-06,73.0,52.0,0.0,0.0,
2015-05-07,79.0,53.1,0.0,0.0,
2015-05-08,71.1,46.0,0.0,0.0,
2015-05-09,71.1,46.0,0.0,0.0,
2015-05-10,89.1,59.0,0.0,0.0,
2015-05-11,80.1,50.0,0.0,0.0,
2015-05-12,87.1,48.0,0.02,0.0,
2015-05-13,69.1,53.1,0.0,0.0,
2015-05-14,69.1,48.9,0.0,0.0,0.0
2015-05-15,66.9,48.0,0.0,0.0,0.0
2015-05-16,71.1,55.0,,0.0,0.0
2015-05-17,66.9,52.0,0.0,0.0,0.0
2015-05-18,57.9,48.9,0.0,0.0,
2015-05-19,64.9,52.0,0.27,0.0,
2015-05-20,66.0,51.1,0.0,0.0,
2015-05-21,66.9,45.0,0.0,0.0,0.0
2015-05-22,75.9,52.0,,0.0,0.0
2015-05-23,64.9,44.1,0.0,0.0,0.0
2015-05-24,82.9,51.1,0.0,0.0,0.0
2015-05-25,81.0,57.9,,0.0,0.0
2015-05-26,87.1,64.0,0.0,0.0,0.0
2015-05-27,84.9,64.9,0.0,0.0,0.0
2015-05-28,86.0,64.0,,0.0,0.0
2015-05-29,72.0,55.0,0.0,0.0,0.0
2015-05-30,88.0,57.9,0.0,0.0,0.0
2015-05-31,77.0,48.0,0.91,0.0,
2015-06-01,48.9,46.9,0.38,0.0,
2015-06-02,48.9,46.0,0.74,0.0,0.0
2015-06-03,55.9,46.9,0.0,0.0,
2015-06-04,57.9,48.9,0.0,0.0,
2015-06-05,59.0,50.0,,0.0,
2015-06-06,66.9,52.0,0.09,0.0,
2015-06-07,66.9,53.1,0.0,0.0,
2015-06-08,75.9,53.1,,0.0,
2015-06-09,78.1,64.0,,0.0,
2015-06-10,82.0,62.1,0.0,0.0,
2015-06-11,88.0,64.0,0.0,0.0,0.0
2015-06-12,79.0,64.9,0.0,0.0,0.0
2015-06-13,84.9,64.0,,0.0,0.0
2015-06-14,73.9,62.1,0.0,0.0,
2015-06-15,63.0,54.0,0.4,0.0,0.0
2015-06-16,71.1,55.9,,0.0,
2015-06-17,69.1,59.0,0.0,0.0,
2015-06-18,75.9,57.0,0.0,0.0,
2015-06-19,86.0,63.0,0.0,0.0,
2015-06-20,75.0,57.9,0.04,0.0,
2015-06-21,75.9,60.1,1.72,0.0,
2015-06-22,77.0,61.0,0.0,0.0,
2015-06-23,88.0,60.1,0.01,0.0,
2015-06-24,84.0,66.9,0.0,0.0,
2015-06-25,81.0,64.0,0.0,0.0,
2015-06-26,72.0,59.0,,0.0,
2015-06-27,68.0,57.0,0.2,0.0,
2015-06-28,59.0,52.0,1.43,0.0,
2015-06-29,75.0,53.1,,0.0,
2015-06-30,75.0,60.1,0.0,0.0,
2015-07-01,82.0,62.1,0.54,0.0,
2015-07-02,80.1,64.0,0.0,0.0,
2015-07-03,75.9,63.0,0.0,0.0,
2015-07-04,72.0,62.1,,0.0,
2015-07-05,82.9,61.0,0.0,0.0,
2015-07-06,80.1,68.0,0.0,0.0,0.0
2015-07-07,84.0,64.9,0.02,0.0,0.0
2015-07-08,88.0,69.1,,0.0,0.0
2015-07-09,69.1,63.0,0.15,0.0,0.0
2015-07-10,77.0,60.1,1.12,0.0,0.0
2015-07-11,82.9,68.0,0.0,0.0,0.0
2015-07-12,89.1,72.0,0.0,0.0,0.0
2015-07-13,77.0,66.9,0.0,0.0,0.0
2015-07-14,82.0,64.9,0.03,0.0,
2015-07-15,82.0,66.9,,0.0,
2015-07-16,68.0,59.0,0.0,0.0,
2015-07-17,75.0,60.1,,0.0,
2015-07-18,78.1,64.0,0.14,0.0,
2015-07-19,90.0,71.1,,0.0,
2015-07-20,91.9,70.0,,0.0,
2015-07-21,81.0,70.0,,0.0,
2015-07-22,84.0,69.1,0.0,0.0,0.0
2015-07-23,82.0,66.9,0.0,0.0,
2015-07-24,81.0,66.0,0.01,0.0,
2015-07-25,69.1,62.1,0.0,0.0,
2015-07-26,79.0,63.0,,0.0,
2015-07-27,86.0,68.0,0.06,0.0,
2015-07-28,86.0,70.0,0.0,0.0,
2015-07-29,91.9,71.1,0.0,0.0,
2015-07-30,91.0,73.9,0.02,0.0,
2015-07-31,89.1,73.0,0.0,0.0,
2015-08-01,90.0,68.0,,0.0,
2015-08-02,88.0,68.0,0.0,0.0,
2015-08-03,90.0,68.0,0.0,0.0,
2015-08-04,89.1,66.0,0.49,,
2015-08-05,84.9,64.9,0.0,0.0,
2015-08-06,82.0,64.9,0.0,0.0,
2015-08-07,73.0,64.0,0.0,0.0,
2015-08-08,75.9,61.0,0.0,0.0,
2015-08-09,73.0,62.1,0.0,0.0,
2015-08-10,82.9,63.0,0.0,0.0,
2015-08-11,72.0,64.0,0.83,0.0,
2015-08-12,84.9,68.0,0.0,0.0,
2015-08-13,82.0,66.0,0.0,0.0,
2015-08-14,86.0,63.0,0.0,0.0,
2015-08-15,91.0,68.0,0.08,0.0,
2015-08-16,90.0,66.9,0.0,0.0,
2015-08-17,91.0,71.1,0.0,0.0,
2015-08-18,87.1,71.1,0.14,0.0,
2015-08-19,88.0,71.1,0.0,0.0,
2015-08-20,78.1,68.0,0.0,0.0,
2015-08-21,82.9,66.9,0.63,0.0,
2015-08-22,73.0,66.9,,0.0,
2015-08-23,71.1,66.9,0.02,0.0,
2015-08-24,75.0,68.0,,0.0,
2015-08-25,81.0,66.9,0.0,0.0,
2015-08-26,84.9,69.1,,0.0,
2015-08-27,82.0,64.9,0.0,0.0,
2015-08-28,75.0,64.0,0.0,0.0,
2015-08-29,82.0,63.0,0.0,0.0,
2015-08-30,88.0,69.1,0.0,0.0,
2015-08-31,90.0,71.1,0.0,0.0,
2015-09-01,79.0,69.1,0.0,0.0,
2015-09-02,91.0,66.0,0.0,0.0,
2015-09-03,82.0,70.0,0.01,0.0,
2015-09-04,72.0,62.1,,0.0,
2015-09-05,73.0,57.9,0.0,0.0,
2015-09-06,82.0,61.0,0.0,0.0,
2015-09-07,93.0,66.0,0.0,0.0,
2015-09-08,96.1,72.0,0.2,0.0,
2015-09-09,93.0,72.0,0.0,0.0,
2015-09-10,77.0,64.0,0.17,0.0,
2015-09-11,73.0,63.0,0.66,0.0,
2015-09-12,71.1,60.1,0.01,0.0,
2015-09-13,66.0,63.0,0.38,0.0,
2015-09-14,72.0,57.0,0.0,0.0,0.0
2015-09-15,84.0,62.1,0.0,0.0,0.0
2015-09-16,81.0,64.9,0.0,0.0,0.0
2015-09-17,89.1,64.0,0.0,0.0,0.0
2015-09-18,84.9,64.9,0.0,0.0,0.0
2015-09-19,79.0,62.1,0.0,0.0,0.0
2015-09-20,75.0,57.0,,0.0,0.0
2015-09-21,66.0,53.1,0.0,0.0,0.0
2015-09-22,68.0,55.9,0.0,0.0,0.0
2015-09-23,68.0,54.0,0.0,0.0,
2015-09-24,73.9,57.9,0.0,0.0,
2015-09-25,66.0,55.0,0.0,0.0,
2015-09-26,63.0,50.0,0.0,0.0,
2015-09-27,64.0,48.0,0.0,0.0,
2015-09-28,78.1,55.9,0.0,0.0,0.0
2015-09-29,84.0,64.9,0.04,0.0,0.0
2015-09-30,78.1,57.0,2.46,0.0,0.0
2015-10-01,59.0,54.0,,0.0,0.0
2015-10-02,54.0,50.0,0.08,0.0,0.0
2015-10-03,54.0,48.9,0.01,0.0,0.0
2015-10-04,55.9,51.1,0.0,0.0,0.0
2015-10-05,61.0,48.0,0.0,0.0,
2015-10-06,64.0,48.0,0.0,0.0,
2015-10-07,72.0,52.0,0.0,0.0,
2015-10-08,62.1,51.1,0.0,0.0,
2015-10-09,72.0,52.0,0.34,0.0,
2015-10-10,61.0,48.0,0.0,0.0,
2015-10-11,68.0,48.0,0.0,0.0,
2015-10-12,75.9,51.1,0.0,0.0,
2015-10-13,72.0,55.0,0.12,0.0,
2015-10-14,68.0,51.1,0.0,0.0,
2015-10-15,62.1,46.9,0.0,0.0,
2015-10-16,61.0,50.0,,0.0,
2015-10-17,55.9,39.9,,0.0,
2015-10-18,46.9,33.1,0.0,,
2015-10-19,48.0,31.1,0.0,0.0,
2015-10-20,66.0,45.0,,0.0,
2015-10-21,61.0,53.1,0.07,0.0,
2015-10-22,73.0,52.0,,0.0,
2015-10-23,59.0,39.9,0.0,0.0,
2015-10-24,48.9,37.9,0.0,0.0,
2015-10-25,63.0,48.0,0.03,0.0,
2015-10-26,52.0,43.0,0.0,0.0,
2015-10-27,54.0,37.9,0.0,0.0,
2015-10-28,64.9,42.1,0.36,0.0,
2015-10-29,75.0,57.0,0.73,0.0,
2015-10-30,61.0,42.1,0.0,0.0,
2015-10-31,52.0,37.9,0.0,0.0,
2015-11-01,62.1,48.0,,0.0,
2015-11-02,64.0,51.1,0.0,0.0,
2015-11-03,73.0,46.9,0.0,0.0,
2015-11-04,60.1,48.9,0.0,0.0,
2015-11-05,75.9,50.0,0.0,0.0,
2015-11-06,73.0,62.1,0.0,0.0,
2015-11-07,69.1,50.0,0.0,0.0,
2015-11-08,55.9,44.1,0.0,0.0,0.0
2015-11-09,60.1,41.0,0.0,0.0,
2015-11-10,53.1,44.1,0.07,0.0,
2015-11-11,50.0,46.0,0.54,0.0,
2015-11-12,57.0,46.0,0.04,0.0,
2015-11-13,59.0,46.0,0.01,0.0,
2015-11-14,46.9,37.0,0.0,0.0,
2015-11-15,54.0,37.0,0.0,0.0,
2015-11-16,61.0,39.0,0.0,0.0,
2015-11-17,45.0,33.1,0.0,0.0,
2015-11-18,48.0,31.1,0.0,0.0,
2015-11-19,55.0,43.0,,0.0,
2015-11-20,61.0,44.1,0.86,0.0,
2015-11-21,48.0,37.9,0.0,0.0,
2015-11-22,48.9,36.0,0.3,0.0,
2015-11-23,42.1,30.2,0.04,0.0,0.0
2015-11-24,44.1,29.1,0.0,0.0,0.0
2015-11-25,44.1,30.2,0.0,0.0,0.0
2015-11-26,59.0,37.9,0.0,0.0,0.0
2015-11-27,64.0,48.0,0.0,0.0,0.0
2015-11-28,60.1,41.0,0.21,0.0,0.0
2015-11-29,44.1,32.0,0.0,0.0,
2015-11-30,37.9,28.2,0.0,0.0,
2015-12-01,45.0,32.0,0.14,0.0,
2015-12-02,51.1,39.0,0.32,0.0,
2015-12-03,52.0,41.0,,0.0,
2015-12-04,48.0,37.9,0.0,0.0,
2015-12-05,53.1,39.0,0.0,0.0,
2015-12-06,59.0,36.0,0.0,0.0,
2015-12-07,55.9,37.0,0.0,0.0,
2015-12-08,44.1,37.0,,0.0,
2015-12-09,46.0,37.0,,0.0,0.0
2015-12-10,57.9,43.0,,0.0,0.0
2015-12-11,57.9,43.0,0.0,0.0,0.0
2015-12-12,61.0,48.9,0.0,0.0,0.0
2015-12-13,53.1,46.0,0.0,0.0,
2015-12-14,57.9,46.0,0.42,0.0,
2015-12-15,61.0,48.0,0.19,0.0,
2015-12-16,48.0,37.9,0.0,0.0,
2015-12-17,52.0,39.0,0.55,0.0,
2015-12-18,52.0,39.0,0.04,0.0,
2015-12-19,39.9,33.1,0.0,0.0,
2015-12-20,41.0,31.1,0.0,0.0,
2015-12-21,53.1,32.0,0.0,0.0,
2015-12-22,60.1,48.0,0.23,0.0,
2015-12-23,55.9,45.0,0.76,0.0,
2015-12-24,69.1,48.0,0.24,0.0,
2015-12-25,62.1,48.9,0.0,0.0,
2015-12-26,55.0,41.0,0.0,0.0,
2015-12-27,50.0,37.9,0.26,0.0,
2015-12-28,37.9,29.1,,,0.0
2015-12-29,39.9,24.3,1.02,0.91,
2015-12-30,37.0,25.2,0.03,0.0,
2015-12-31,46.9,33.1,0.08,0.0,
2016-01-01,41.0,33.1,0.0,,
2016-01-02,39.9,31.1,0.0,0.0,
2016-01-03,44.1,31.1,0.0,0.0,
2016-01-04,36.0,14.2,,,
2016-01-05,26.2,8.2,0.0,0.0,
2016-01-06,45.0,21.2,0.0,0.0,
2016-01-07,43.0,26.2,0.0,0.0,
2016-01-08,42.1,30.2,0.0,0.0,
2016-01-09,41.0,37.9,0.01,0.0,
2016-01-10,57.9,37.9,1.38,0.0,
2016-01-11,51.1,25.2,0.0,0.0,
2016-01-12,37.0,21.2,0.08,0.31,
2016-01-13,33.1,21.2,0.0,,
2016-01-14,30.2,21.2,,,
2016-01-15,42.1,26.2,0.0,0.0,
2016-01-16,43.0,34.0,1.22,,
2016-01-17,37.9,29.1,0.1,1.3,
2016-01-18,29.1,19.2,0.11,1.81,
2016-01-19,25.2,16.2,0.0,0.0,
2016-01-20,33.1,19.2,0.0,0.0,
2016-01-21,33.1,21.2,0.0,0.0,
2016-01-22,32.0,19.2,0.0,0.0,
2016-01-23,32.0,20.1,0.37,6.1,
2016-01-24,36.0,18.1,,,
2016-01-25,35.1,26.2,0.0,0.0,
2016-01-26,51.1,28.2,0.0,0.0,
2016-01-27,45.0,31.1,0.0,0.0,
2016-01-28,42.1,26.2,0.0,0.0,
2016-01-29,41.0,33.1,0.0,,
2016-01-30,43.0,30.2,0.0,0.0,
2016-01-31,57.0,37.9,0.0,0.0,
2016-02-01,64.9,39.0,0.0,0.0,
2016-02-02,50.0,36.0,0.0,0.0,
2016-02-03,57.0,35.1,0.33,0.0,
2016-02-04,55.9,43.0,0.01,0.0,
2016-02-05,43.0,25.2,0.96,6.81,
2016-02-06,35.1,24.3,0.0,0.0,
2016-02-07,44.1,29.1,0.0,0.0,
2016-02-08,37.9,18.1,0.53,6.42,
2016-02-09,29.1,20.1,,0.12,
2016-02-10,36.0,20.1,,0.12,
2016-02-11,31.1,11.1,0.01,0.2,
2016-02-12,24.3,8.2,0.0,0.0,
2016-02-13,24.3,-3.8,0.0,0.0,
2016-02-14,12.2,-8.9,0.0,0.0,
2016-02-15,35.1,4.1,0.26,1.3,
2016-02-16,54.0,31.1,0.66,0.0,0.0
2016-02-17,46.0,34.0,0.0,0.0,
2016-02-18,35.1,24.3,0.0,0.0,
2016-02-19,37.0,20.1,,0.12,
2016-02-20,60.1,33.1,0.01,,0.0
2016-02-21,54.0,42.1,0.0,0.0,0.0
2016-02-22,43.0,30.2,0.0,0.0,
2016-02-23,39.0,26.2,,,
2016-02-24,57.0,37.9,0.59,0.0,
2016-02-25,62.1,41.0,0.81,0.0,
2016-02-26,41.0,26.2,0.0,0.0,
2016-02-27,39.0,21.2,0.0,0.0,
2016-02-28,57.9,36.0,0.0,0.0,
2016-03-01,48.9,34.0,0.0,0.0,
2016-03-02,53.1,25.2,0.37,0.0,
2016-03-03,34.0,21.2,0.0,0.0,
2016-03-04,31.1,26.2,0.01,0.51,
2016-03-05,34.0,23.2,0.0,0.0,
2016-03-06,42.1,30.2,0.0,0.0,
2016-03-07,51.1,30.2,0.0,0.0,
2016-03-08,48.0,36.0,0.0,0.0,
2016-03-09,77.0,39.9,0.0,0.0,
2016-03-10,66.0,46.9,0.4,0.0,
2016-03-11,50.0,41.0,0.09,0.0,
2016-03-12,60.1,36.0,0.0,0.0,
2016-03-13,63.0,45.0,0.0,0.0,
2016-03-14,45.0,39.0,0.21,0.0,
2016-03-15,45.0,41.0,1.14,0.0,
2016-03-16,48.0,41.0,0.03,0.0,
2016-03-17,64.0,43.0,0.07,0.0,
2016-03-18,52.0,35.1,0.03,0.0,
2016-03-19,45.0,29.1,0.0,0.0,
2016-03-20,35.1,26.2,0.02,,
2016-03-21,44.1,28.2,0.22,3.58,
2016-03-22,48.9,33.1,0.0,0.0,0.0
2016-03-23,63.0,42.1,,0.0,
2016-03-24,43.0,36.0,,0.0,
2016-03-25,46.0,37.0,0.16,0.0,
2016-03-26,43.0,34.0,0.0,0.0,
2016-03-27,42.1,34.0,0.0,0.0,0.0
2016-03-28,46.9,37.9,0.41,0.0,
2016-03-29,51.1,37.9,0.0,0.0,
2016-03-30,59.0,34.0,0.0,0.0,
2016-03-31,71.1,43.0,0.0,0.0,
2016-04-01,69.1,59.0,0.05,0.0,
2016-04-02,59.0,42.1,0.32,0.0,
2016-04-03,43.0,29.1,0.49,1.89,
2016-04-04,30.2,24.3,0.41,4.69,
2016-04-05,37.0,22.1,0.0,0.0,
2016-04-06,42.1,25.2,0.0,0.0,
2016-04-07,57.9,42.1,1.03,0.0,
2016-04-08,53.1,37.0,,0.0,
2016-04-09,46.0,32.0,0.0,0.0,
2016-04-10,48.9,31.1,0.0,0.0,
2016-04-11,60.1,42.1,0.01,0.0,0.0
2016-04-12,60.1,43.0,0.22,0.0,0.0
2016-04-13,50.0,37.9,0.0,0.0,0.0
2016-04-14,48.9,37.9,0.0,0.0,0.0
2016-04-15,54.0,37.9,0.0,0.0,
2016-04-16,54.0,41.0,0.0,0.0,0.0
2016-04-17,54.0,39.0,0.0,0.0,0.0
2016-04-18,66.9,42.1,0.0,0.0,
2016-04-19,54.0,44.1,0.02,0.0,
2016-04-20,51.1,44.1,0.0,0.0,
2016-04-21,77.0,43.0,0.0,0.0,
2016-04-22,78.1,57.9,,0.0,
2016-04-23,64.0,48.0,0.09,0.0,
2016-04-24,50.0,42.1,0.0,0.0,
2016-04-25,57.0,44.1,0.0,0.0,0.0
2016-04-26,51.1,37.0,0.27,0.0,
2016-04-27,62.1,37.0,0.0,0.0,0.0
2016-04-28,54.0,41.0,0.0,0.0,0.0
2016-04-29,51.1,43.0,0.0,0.0,0.0
2016-04-30,55.0,41.0,0.0,0.0,
2016-05-01,53.1,43.0,0.1,0.0,0.0
2016-05-02,51.1,43.0,0.39,0.0,
2016-05-03,48.9,45.0,0.1,0.0,
2016-05-04,50.0,43.0,0.48,0.0,
2016-05-05,46.9,44.1,0.15,0.0,
2016-05-06,53.1,46.0,0.09,0.0,
2016-05-07,51.1,46.0,,0.0,
2016-05-08,63.0,46.0,0.02,0.0,
2016-05-09,66.0,46.0,0.0,0.0,
2016-05-10,71.1,46.9,0.0,0.0,
2016-05-11,68.0,54.0,0.0,0.0,
2016-05-12,66.0,54.0,0.0,0.0,
2016-05-13,73.9,52.0,0.11,0.0,
2016-05-14,77.0,59.0,,0.0,
2016-05-15,61.0,45.0,0.0,0.0,
2016-05-16,59.0,42.1,0.0,0.0,0.0
2016-05-17,70.0,50.0,0.0,0.0,0.0
2016-05-18,59.0,48.9,0.0,0.0,
2016-05-19,60.1,50.0,,0.0,
2016-05-20,71.1,51.1,0.0,0.0,
2016-05-21,75.9,53.1,0.0,0.0,
2016-05-22,62.1,52.0,,0.0,
2016-05-23,73.0,51.1,0.0,0.0,
2016-05-24,59.0,52.0,0.26,0.0,
2016-05-25,88.0,53.1,0.0,0.0,
2016-05-26,79.0,57.9,0.0,0.0,
2016-05-27,73.0,57.9,0.0,0.0,
2016-05-28,91.9,66.9,0.0,0.0,
2016-05-29,77.0,53.1,,0.0,
2016-05-30,75.9,52.0,1.13,0.0,
2016-05-31,87.1,68.0,0.0,0.0,
2016-06-01,73.0,57.0,0.0,0.0,
2016-06-02,62.1,55.9,0.0,0.0,
2016-06-03,70.0,57.0,0.0,0.0,
2016-06-04,70.0,61.0,0.0,0.0,0.0
2016-06-05,68.0,60.1,0.91,0.0,0.0
2016-06-06,84.0,64.9,0.0,0.0,
2016-06-07,86.0,63.0,0.15,0.0,
2016-06-08,73.9,57.0,,0.0,
2016-06-09,69.1,54.0,0.0,0.0,
2016-06-10,72.0,55.0,0.0,0.0,
2016-06-11,68.0,54.0,0.02,0.0,
2016-06-12,80.1,55.0,0.0,0.0,
2016-06-13,73.0,54.0,0.0,0.0,
2016-06-14,79.0,55.0,0.0,0.0,
2016-06-15,84.9,66.0,0.0,0.0,
2016-06-16,77.0,61.0,0.0,0.0,
2016-06-17,73.9,59.0,0.12,0.0,
2016-06-18,72.0,60.1,0.0,0.0,
2016-06-19,82.0,57.0,0.0,0.0,
2016-06-20,82.9,60.1,0.0,0.0,0.0
2016-06-21,87.1,64.0,0.02,0.0,0.0
2016-06-22,78.1,64.0,,0.0,0.0
2016-06-23,77.0,60.1,0.0,0.0,0.0
2016-06-24,72.0,61.0,0.0,0.0,0.0
2016-06-25,73.0,59.0,0.0,0.0,0.0
2016-06-26,84.0,59.0,0.0,0.0,0.0
2016-06-27,86.0,64.0,0.0,0.0,
2016-06-28,79.0,68.0,0.08,0.0,
2016-06-29,87.1,66.9,0.03,0.0,
2016-06-30,81.0,68.0,0.0,0.0,
2016-07-01,86.0,68.0,0.2,0.0,
2016-07-02,80.1,64.9,0.0,0.0,
2016-07-03,84.0,64.0,0.0,0.0,
2016-07-04,88.0,66.0,0.0,0.0,0.0
2016-07-05,75.9,64.0,0.23,0.0,0.0
2016-07-06,93.9,71.1,0.0,0.0,0.0
2016-07-07,79.0,61.0,0.0,0.0,0.0
2016-07-08,66.9,61.0,0.02,0.0,0.0
2016-07-09,64.9,59.0,0.11,0.0,0.0
2016-07-10,64.0,59.0,0.09,0.0,0.0
2016-07-11,72.0,59.0,,0.0,
2016-07-12,88.0,64.9,0.0,0.0,
2016-07-13,91.9,64.9,0.0,0.0,
2016-07-14,87.1,69.1,,0.0,
2016-07-15,96.1,72.0,0.0,0.0,
2016-07-16,93.9,75.0,0.0,0.0,
2016-07-17,79.0,68.0,0.0,0.0,
2016-07-18,95.0,66.9,0.01,0.0,
2016-07-19,84.0,68.0,0.0,0.0,
2016-07-20,84.0,64.9,0.0,0.0,
2016-07-21,91.0,66.9,0.0,0.0,
2016-07-22,98.1,73.0,0.0,0.0,
2016-07-23,93.9,72.0,,0.0,
2016-07-24,91.0,68.0,0.0,0.0,
2016-07-25,91.9,66.9,0.0,0.0,0.0
2016-07-26,93.9,75.9,0.0,0.0,0.0
2016-07-27,87.1,73.0,0.0,0.0,0.0
2016-07-28,91.9,73.0,0.0,0.0,0.0
2016-07-29,79.0,72.0,0.06,0.0,0.0
2016-07-30,80.1,71.1,0.0,0.0,0.0
2016-07-31,73.9,68.0,0.15,0.0,
2016-08-01,75.0,69.1,,0.0,
2016-08-02,73.9,64.9,0.04,0.0,
2016-08-03,79.0,62.1,0.0,0.0,
2016-08-04,82.0,64.0,0.0,0.0,
