INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I182020509,3410,Towed,TOWED MOTOR VEHICLE,B2,324,,2018-03-19T05:51:00.000-04:00,2018,3,Monday,5,Part Three,DEWEY ST,42.31684817,-71.07778336,0,42.31684817,-71.07778336,0,0,Night,0,1,Spring,1,1,Other,0,0.0,0.0,1.0,0.0,0.0
I182034355,3301,Verbal Disputes,VERBAL DISPUTE,A7,2,,2018-05-06T21:20:00.000-04:00,2018,5,Sunday,21,Part Three,WALDEMAR AVE,42.39274002,-71.00479067,0,42.39274002,-71.00479067,0,0,Night,1,1,Spring,2,7,Other,0,10.0,0.0,1.0,0.0,0.0
I152070943,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,235,,2015-08-26T22:35:00.000-04:00,2015,8,Wednesday,22,Part One,CARSON ST,42.3197573,-71.05428941,0,42.3197573,-71.05428941,0,0,Night,0,3,Summer,3,3,Property,1,1.0,0.0,0.0,1.0,2.0
I182069394,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,636,,2018-08-29T16:37:00.000-04:00,2018,8,Wednesday,16,Part Three,CENTRE ST,42.31949472,-71.11161967,0,42.31949472,-71.11161967,0,0,Afternoon,0,1,Summer,3,3,Other,0,6.0,2.0,0.0,0.0,0.0
I172054342,3115,Investigate Person,INVESTIGATE PERSON,D4,273,,2017-07-05T19:56:00.000-04:00,2017,7,Wednesday,19,Part Three,MASSACHUSETTS AVE,42.3368915,-71.077551,0,42.3368915,-71.077551,0,0,Evening,0,1,Summer,3,3,Other,0,3.0,1.0,0.0,0.0,0.0
I162086812,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,289,,2016-10-23T10:21:00.000-04:00,2016,10,Sunday,10,Part Three,MALCOLM X BLVD,42.33123776,-71.09140736,0,42.33123776,-71.09140736,0,0,Morning,1,1,Fall,4,7,Traffic,0,0.0,3.0,2.0,2.0,0.0
I182019045,3410,Towed,TOWED MOTOR VEHICLE,C11,335,,2018-03-13T10:59:00.000-04:00,2018,3,Tuesday,10,Part Three,BOWDOIN ST,42.30703835,-71.06615319,0,42.30703835,-71.06615319,0,0,Morning,0,1,Spring,1,2,Other,0,1.0,3.0,1.0,0.0,0.0
I162090589,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,585,,2016-11-04T23:09:00.000-04:00,2016,11,Friday,23,Part Two,PARKER HILL AVE,42.32947458,-71.10442024,0,42.32947458,-71.10442024,0,0,Night,0,2,Fall,4,5,Violent,1,0.0,0.0,2.0,3.0,1.0
I152062469,1402,Vandalism,VANDALISM,E5,662,,2015-07-28T12:00:00.000-04:00,2015,7,Tuesday,12,Part Two,ASHFIELD ST,42.29034473,-71.13090214,0,42.29034473,-71.13090214,0,0,Afternoon,0,2,Summer,3,2,Property,0,9.0,2.0,0.0,1.0,1.0
I172070588,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,266,,2017-08-26T11:42:00.000-04:00,2017,8,Saturday,11,Part Two,WINTHROP ST,42.32506222,-71.0789508,0,42.32506222,-71.0789508,0,0,Morning,1,2,Summer,3,6,Other,0,0.0,3.0,0.0,0.0,1.0
I162016408,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,184,,2016-03-01T14:58:00.000-05:00,2016,3,Tuesday,14,Part Two,NORFOLK AVE,42.3217177,-71.06615144,0,42.3217177,-71.06615144,0,0,Afternoon,0,2,Spring,1,2,Violent,0,0.0,2.0,1.0,3.0,1.0
I162014641,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,249,,2016-02-24T13:23:00.000-05:00,2016,2,Wednesday,13,Part Three,TUTTLE ST,42.31351886,-71.053563,0,42.31351886,-71.053563,0,0,Afternoon,0,1,Winter,1,3,Other,0,1.0,2.0,3.0,0.0,0.0
I162048891,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,459,,2016-06-20T12:46:00.000-04:00,2016,6,Monday,12,Part Two,POWELLTON RD,42.3045083,-71.08075871,0,42.3045083,-71.08075871,0,0,Afternoon,0,2,Summer,2,1,Other,0,2.0,2.0,0.0,0.0,1.0
I182042249,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,332,,2018-06-01T14:11:00.000-04:00,2018,6,Friday,14,Part Three,COLUMBIA RD,42.31514179,-71.06704709,0,42.31514179,-71.06704709,0,0,Afternoon,0,1,Summer,2,5,Traffic,0,0.0,2.0,0.0,2.0,0.0
I152053834,619,Larceny,LARCENY ALL OTHERS,D4,134,,2015-06-29T17:59:00.000-04:00,2015,6,Monday,17,Part One,BOYLSTON ST,42.3503787,-71.07626098,0,42.3503787,-71.07626098,0,0,Evening,0,3,Summer,2,1,Property,0,3.0,1.0,0.0,1.0,2.0
I152088044,301,Robbery,ROBBERY - STREET,D14,799,,2015-10-22T23:50:00.000-04:00,2015,10,Thursday,23,Part One,ASHFORD ST,42.35434576,-71.1251569,0,42.35434576,-71.1251569,0,0,Night,0,3,Fall,4,4,Violent,1,8.0,0.0,2.0,3.0,2.0
I162049040,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,421,,2016-06-20T16:00:00.000-04:00,2016,6,Monday,16,Part Two,RICH ST,42.27586847,-71.08852892,0,42.27586847,-71.08852892,0,0,Afternoon,0,2,Summer,2,1,Other,0,2.0,2.0,0.0,0.0,1.0
I172087758,616,Larceny,LARCENY THEFT OF BICYCLE,D4,129,,2017-10-19T09:00:00.000-04:00,2017,10,Thursday,9,Part One,SAINT JAMES AVE,42.35074192,-71.07146111,0,42.35074192,-71.07146111,0,0,Morning,0,3,Fall,4,4,Property,0,3.0,3.0,2.0,1.0,2.0
I162001551,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,707,,2016-01-06T11:00:00.000-05:00,2016,1,Wednesday,11,Part One,WASHINGTON ST,42.26999391,-71.14791416,0,42.26999391,-71.14791416,0,0,Morning,0,3,Winter,1,3,Property,0,9.0,3.0,3.0,1.0,2.0
I162024312,1874,Drug Violation,DRUGS - OTHER,B2,282,,2016-03-29T18:51:00.000-04:00,2016,3,Tuesday,18,Part Two,WASHINGTON ST,42.32866284,-71.08563401,0,42.32866284,-71.08563401,0,0,Evening,0,2,Spring,1,2,Drug,0,0.0,1.0,1.0,4.0,1.0
I172045425,3125,Warrant Arrests,WARRANT ARREST,B2,310,,2017-06-08T09:41:00.000-04:00,2017,6,Thursday,9,Part Three,MARTIN LUTHER KING JR BLV,42.31847226,-71.08409289,0,42.31847226,-71.08409289,0,0,Morning,0,1,Summer,2,4,Other,0,0.0,3.0,0.0,0.0,0.0
I162067196,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,D4,166,,2016-08-19T12:30:00.000-04:00,2016,8,Friday,12,Part Two,WASHINGTON ST,42.34108936,-71.07020569,0,42.34108936,-71.07020569,0,0,Afternoon,0,2,Summer,3,5,Other,0,3.0,2.0,0.0,0.0,1.0
I182027570,3125,Warrant Arrests,WARRANT ARREST,E13,912,,2018-04-13T11:10:00.000-04:00,2018,4,Friday,11,Part Three,CENTRE ST,42.32290252,-71.10220402,0,42.32290252,-71.10220402,0,0,Morning,0,1,Spring,2,5,Other,0,6.0,3.0,1.0,0.0,0.0
I162049833,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D4,630,,2016-06-21T18:00:00.000-04:00,2016,6,Tuesday,18,Part Three,BEACON ST,42.347265,-71.102949,0,42.347265,-71.102949,0,0,Evening,0,1,Summer,2,2,Traffic,0,3.0,1.0,0.0,2.0,0.0
I162062282,3301,Verbal Disputes,VERBAL DISPUTE,E5,696,,2016-08-03T18:49:00.000-04:00,2016,8,Wednesday,18,Part Three,CENTRE ST,42.28728494,-71.15306857,0,42.28728494,-71.15306857,0,0,Evening,0,1,Summer,3,3,Other,0,9.0,1.0,0.0,0.0,0.0
I182027492,301,Robbery,ROBBERY - STREET,D4,624,,2018-04-13T00:05:00.000-04:00,2018,4,Friday,0,Part One,BROOKLINE AVE,42.34717072,-71.09855075,0,42.34717072,-71.09855075,0,0,Night,0,3,Spring,2,5,Violent,1,3.0,0.0,1.0,3.0,2.0
I162028953,617,Larceny,LARCENY THEFT FROM BUILDING,E18,554,,2016-04-14T12:36:00.000-04:00,2016,4,Thursday,12,Part One,METROPOLITAN AVE,42.27250898,-71.12318965,0,42.27250898,-71.12318965,0,0,Afternoon,0,3,Spring,2,4,Property,0,7.0,2.0,1.0,1.0,2.0
I152083090,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E13,579,,2015-10-06T15:27:00.000-04:00,2015,10,Tuesday,15,Part Three,CENTRE ST,42.32291406,-71.10328402,0,42.32291406,-71.10328402,0,0,Afternoon,0,1,Fall,4,2,Traffic,0,6.0,2.0,2.0,2.0,0.0
I182026278,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,427,,2018-04-09T00:40:00.000-04:00,2018,4,Monday,0,Part Two,BABSON ST,42.27647573,-71.09256906,0,42.27647573,-71.09256906,0,0,Night,0,2,Spring,2,1,Other,1,2.0,0.0,1.0,0.0,1.0
I162068455,616,Larceny,LARCENY THEFT OF BICYCLE,A1,173,,2016-08-23T15:49:00.000-04:00,2016,8,Tuesday,15,Part One,SUMMER ST,42.35196671,-71.05415459,0,42.35196671,-71.05415459,0,0,Afternoon,0,3,Summer,3,2,Property,0,4.0,2.0,0.0,1.0,2.0
I162003341,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,B2,603,,2016-01-13T02:55:00.000-05:00,2016,1,Wednesday,2,Part Two,TREMONT ST,42.33380683,-71.10377843,0,42.33380683,-71.10377843,0,0,Night,0,2,Winter,1,3,Drug,1,0.0,0.0,3.0,4.0,1.0
I182051814,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E13,608,,2018-06-29T04:00:00.000-04:00,2018,6,Friday,4,Part One,S HUNTINGTON AVE,42.32639844,-71.11152626,0,42.32639844,-71.11152626,0,0,Night,0,3,Summer,2,5,Property,0,6.0,0.0,0.0,1.0,2.0
I162042169,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,"",,2016-05-29T18:25:00.000-04:00,2016,5,Sunday,18,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Evening,1,2,Spring,2,7,Other,0,3.0,1.0,1.0,0.0,1.0
I182042132,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,"",,2018-06-01T05:55:00.000-04:00,2018,6,Friday,5,Part Three,BERKELEY ST,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Summer,2,5,Traffic,0,3.0,0.0,0.0,2.0,0.0
I172073488,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,,2017-09-01T10:30:00.000-04:00,2017,9,Friday,10,Part One,NORTHAMPTON ST,42.33491745,-71.07632286,0,42.33491745,-71.07632286,0,0,Morning,0,3,Fall,3,5,Property,0,3.0,3.0,2.0,1.0,2.0
I172088208,619,Larceny,LARCENY ALL OTHERS,C6,256,,2017-10-21T15:00:00.000-04:00,2017,10,Saturday,15,Part One,WILLIAM T MORRISSEY BLVD,42.30851521,-71.04557965,0,42.30851521,-71.04557965,0,0,Afternoon,1,3,Fall,4,6,Property,0,5.0,2.0,2.0,1.0,2.0
I172090850,3125,Warrant Arrests,WARRANT ARREST,D4,142,,2017-10-30T19:12:00.000-04:00,2017,10,Monday,19,Part Three,NEWBURY ST,42.34840576,-71.08688339,0,42.34840576,-71.08688339,0,0,Evening,0,1,Fall,4,1,Other,0,3.0,1.0,2.0,0.0,0.0
I162071019,301,Robbery,ROBBERY - STREET,B2,"",,2016-08-31T22:20:00.000-04:00,2016,8,Wednesday,22,Part One,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,3,Summer,3,3,Violent,1,0.0,0.0,0.0,3.0,2.0
I182035777,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,,2018-05-10T14:00:00.000-04:00,2018,5,Thursday,14,Part Two,WASHINGTON ST,42.30649283,-71.08180677,0,42.30649283,-71.08180677,0,0,Afternoon,0,2,Spring,2,4,Violent,0,0.0,2.0,1.0,3.0,1.0
I172014033,3115,Investigate Person,INVESTIGATE PERSON,B3,417,,2017-02-20T20:41:00.000-05:00,2017,2,Monday,20,Part Three,ARMANDINE ST,42.28431486,-71.07410838,0,42.28431486,-71.07410838,0,0,Evening,0,1,Winter,1,1,Other,0,2.0,1.0,3.0,0.0,0.0
I152058678,3301,Verbal Disputes,VERBAL DISPUTE,C11,345,,2015-07-15T23:30:00.000-04:00,2015,7,Wednesday,23,Part Three,CORWIN ST,42.30196897,-71.06210064,0,42.30196897,-71.06210064,0,0,Night,0,1,Summer,3,3,Other,1,1.0,0.0,0.0,0.0,0.0
I182003125,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,765,,2018-01-12T14:56:00.000-05:00,2018,1,Friday,14,Part Two,FANEUIL ST,42.35368829,-71.15878559,0,42.35368829,-71.15878559,0,0,Afternoon,0,2,Winter,1,5,Other,0,8.0,2.0,3.0,0.0,1.0
I172041407,1402,Vandalism,VANDALISM,C11,399,,2017-05-16T17:00:00.000-04:00,2017,5,Tuesday,17,Part Two,WALTON ST,42.28724944,-71.07076867,0,42.28724944,-71.07076867,0,0,Evening,0,2,Spring,2,2,Property,0,1.0,1.0,1.0,1.0,1.0
I182058318,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,418,,2018-07-24T12:51:00.000-04:00,2018,7,Tuesday,12,Part Three,FULLER ST,42.28009279,-71.0800541,0,42.28009279,-71.0800541,0,0,Afternoon,0,1,Summer,3,2,Other,0,2.0,2.0,0.0,0.0,0.0
I162016228,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,120,,2016-02-29T21:00:00.000-05:00,2016,2,Monday,21,Part One,BOYLSTON ST,42.35249485,-71.06749962,0,42.35249485,-71.06749962,0,0,Night,0,3,Winter,1,1,Property,0,4.0,0.0,3.0,1.0,2.0
I162094272,3125,Warrant Arrests,WARRANT ARREST,B3,456,,2016-11-17T20:42:00.000-05:00,2016,11,Thursday,20,Part Three,GREENWOOD ST,42.30262129,-71.07918399,0,42.30262129,-71.07918399,0,0,Evening,0,1,Fall,4,4,Other,0,2.0,1.0,2.0,0.0,0.0
I162035967,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,,2016-05-08T18:30:00.000-04:00,2016,5,Sunday,18,Part Three,BRIGHTON AVE,42.35310166,-71.13342247,0,42.35310166,-71.13342247,0,0,Evening,1,1,Spring,2,7,Traffic,0,8.0,1.0,1.0,2.0,0.0
I162095791,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B2,257,,2016-11-23T00:52:00.000-05:00,2016,11,Wednesday,0,Part Three,STOUGHTON ST,42.3166175,-71.06407827,0,42.3166175,-71.06407827,0,0,Night,0,1,Fall,4,3,Other,1,0.0,0.0,2.0,0.0,0.0
I152093517,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2015-11-10T17:48:00.000-05:00,2015,11,Tuesday,17,Part One,BOYLSTON ST,42.35095909,-71.0741278,0,42.35095909,-71.0741278,0,0,Evening,0,3,Fall,4,2,Property,0,3.0,1.0,2.0,1.0,2.0
I152104632,3201,Property Lost,PROPERTY - LOST,C6,186,,2015-12-19T11:55:00.000-05:00,2015,12,Saturday,11,Part Three,ALLSTATE RD,42.32696647,-71.06198607,0,42.32696647,-71.06198607,0,0,Morning,1,1,Winter,4,6,Other,0,5.0,3.0,3.0,0.0,0.0
I152082653,1402,Vandalism,VANDALISM,C11,247,,2015-10-05T02:00:00.000-04:00,2015,10,Monday,2,Part Two,DORCHESTER AVE,42.31419023,-71.05693352,0,42.31419023,-71.05693352,0,0,Night,0,2,Fall,4,1,Property,1,1.0,0.0,2.0,1.0,1.0
I162031791,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,426,,2016-04-23T21:00:00.000-04:00,2016,4,Saturday,21,Part One,RIVER ST,42.26871441,-71.09221139,0,42.26871441,-71.09221139,0,0,Night,1,3,Spring,2,6,Property,0,2.0,0.0,1.0,1.0,2.0
I172024932,3410,Towed,TOWED MOTOR VEHICLE,A1,66,,2017-03-31T10:15:00.000-04:00,2017,3,Friday,10,Part Three,MYRTLE ST,42.35927419,-71.06815383,0,42.35927419,-71.06815383,0,0,Morning,0,1,Spring,1,5,Other,0,4.0,3.0,1.0,0.0,0.0
I182044214,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,915,,2018-06-07T22:55:00.000-04:00,2018,6,Thursday,22,Part Two,E NINTH ST,42.33214285,-71.05121359,0,42.33214285,-71.05121359,0,0,Night,0,2,Summer,2,4,Violent,1,5.0,0.0,0.0,3.0,1.0
I162058907,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,755,,2016-07-23T22:30:00.000-04:00,2016,7,Saturday,22,Part Two,CHAMPNEY ST,42.35087213,-71.16877157,0,42.35087213,-71.16877157,0,0,Night,1,2,Summer,3,6,Violent,1,8.0,0.0,0.0,3.0,1.0
I172058943,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,431,,2017-07-20T19:44:00.000-04:00,2017,7,Thursday,19,Part One,ARBUTUS ST,42.28757318,-71.08872923,0,42.28757318,-71.08872923,0,0,Evening,0,3,Summer,3,4,Violent,0,2.0,1.0,0.0,3.0,2.0
I172041966,3114,Investigate Property,INVESTIGATE PROPERTY,D14,812,,2017-05-27T16:34:00.000-04:00,2017,5,Saturday,16,Part Three,N HARVARD ST,42.36668653,-71.12529557,0,42.36668653,-71.12529557,0,0,Afternoon,1,1,Spring,2,6,Other,0,8.0,2.0,1.0,0.0,0.0
I162051341,3201,Property Lost,PROPERTY - LOST,B3,476,,2016-06-27T17:50:00.000-04:00,2016,6,Monday,17,Part Three,BLUE HILL AVE,42.26817397,-71.09387677,0,42.26817397,-71.09387677,0,0,Evening,0,1,Summer,2,1,Other,0,2.0,1.0,0.0,0.0,0.0
I162019026,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,250,,2016-01-11T09:00:00.000-05:00,2016,1,Monday,9,Part Two,SAVIN HILL AVE,42.31248165,-71.04829028,0,42.31248165,-71.04829028,0,0,Morning,0,2,Winter,1,1,Other,0,1.0,3.0,3.0,0.0,1.0
I152078041,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,34,,2015-09-19T16:24:00.000-04:00,2015,9,Saturday,16,Part One,MARGINAL ST,42.36423833,-71.03344046,0,42.36423833,-71.03344046,0,0,Afternoon,1,3,Fall,3,6,Property,0,10.0,2.0,2.0,1.0,2.0
I162013581,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,362,,2016-02-20T16:18:00.000-05:00,2016,2,Saturday,16,Part Two,KENWOOD ST,42.29191251,-71.07049431,0,42.29191251,-71.07049431,0,0,Afternoon,1,2,Winter,1,6,Violent,0,1.0,2.0,3.0,3.0,1.0
I152067429,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C6,199,,2015-08-15T00:26:00.000-04:00,2015,8,Saturday,0,Part Three,DORCHESTER AVE,42.33976143,-71.0570922,0,42.33976143,-71.0570922,0,0,Night,1,1,Summer,3,6,Traffic,1,5.0,0.0,0.0,2.0,0.0
I162039564,371,Robbery,ROBBERY - HOME INVASION,E18,492,,2016-05-21T01:30:00.000-04:00,2016,5,Saturday,1,Part One,HUNTINGTON AVE,42.26560754,-71.11608448,0,42.26560754,-71.11608448,0,0,Night,1,3,Spring,2,6,Violent,1,7.0,0.0,1.0,3.0,2.0
I162071261,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,78,,2016-09-01T16:00:00.000-04:00,2016,9,Thursday,16,Part Two,HAYMARKET SQ,42.36309564,-71.05815372,0,42.36309564,-71.05815372,0,0,Afternoon,0,2,Fall,3,4,Violent,0,4.0,2.0,2.0,3.0,1.0
I152086359,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,82,,2015-10-17T12:50:00.000-04:00,2015,10,Saturday,12,Part Three,COMMERCIAL ST,42.3675892,-71.0575884,0,42.3675892,-71.0575884,0,0,Afternoon,1,1,Fall,4,6,Other,0,4.0,2.0,2.0,0.0,0.0
I182009954,3403,Police Service Incidents,PROTECTIVE CUSTODY / SAFEKEEPING,E18,515,,2018-02-07T01:16:18.000-05:00,2018,2,Wednesday,1,Part Three,WILLIAMS AVE,42.24704871,-71.11544426,0,42.24704871,-71.11544426,0,0,Night,0,1,Winter,1,3,Other,1,7.0,0.0,3.0,0.0,0.0
I172078689,3130,Search Warrants,SEARCH WARRANT,B2,587,,2017-09-21T18:40:00.000-04:00,2017,9,Thursday,18,Part Three,TERRACE ST,42.33119618,-71.09632079,0,42.33119618,-71.09632079,0,0,Evening,0,1,Fall,3,4,Other,0,0.0,1.0,2.0,0.0,0.0
I172072827,3301,Verbal Disputes,VERBAL DISPUTE,C11,348,,2017-09-02T16:16:00.000-04:00,2017,9,Saturday,16,Part Three,DORCHESTER AVE,42.30559368,-71.05887861,0,42.30559368,-71.05887861,0,0,Afternoon,1,1,Fall,3,6,Other,0,1.0,2.0,2.0,0.0,0.0
I182003987,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,495,,2018-01-15T18:10:00.000-05:00,2018,1,Monday,18,Part Three,WESTMINSTER ST,42.26400264,-71.11927878,0,42.26400264,-71.11927878,0,0,Evening,0,1,Winter,1,1,Traffic,0,7.0,1.0,3.0,2.0,0.0
I182009314,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-02-04T21:24:00.000-05:00,2018,2,Sunday,21,Part One,WASHINGTON ST,42.33816387,-71.07461217,0,42.33816387,-71.07461217,0,0,Night,1,3,Winter,1,7,Property,0,3.0,0.0,3.0,1.0,2.0
I162053652,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,130,,2016-07-06T10:01:00.000-04:00,2016,7,Wednesday,10,Part Two,HUNTINGTON AVE,42.34852918,-71.07805107,0,42.34852918,-71.07805107,0,0,Morning,0,2,Summer,3,3,Other,0,3.0,3.0,0.0,0.0,1.0
I152055073,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,364,,2015-07-04T00:00:00.000-04:00,2015,7,Saturday,0,Part Two,CENTRE ST,42.29506405,-71.05672533,0,42.29506405,-71.05672533,0,0,Night,1,2,Summer,3,6,Other,1,1.0,0.0,0.0,0.0,1.0
I162002346,3114,Investigate Property,INVESTIGATE PROPERTY,B3,450,,2016-01-09T09:45:00.000-05:00,2016,1,Saturday,9,Part Three,ROSEDALE ST,42.29244178,-71.07320696,0,42.29244178,-71.07320696,0,0,Morning,1,1,Winter,1,6,Other,0,2.0,3.0,3.0,0.0,0.0
I172052573,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,2017-06-30T07:17:00.000-04:00,2017,6,Friday,7,Part Three,BORDER ST,42.37957532,-71.04011349,0,42.37957532,-71.04011349,0,0,Morning,0,1,Summer,2,5,Other,0,10.0,3.0,0.0,0.0,0.0
I172002986,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,316,,2017-01-12T01:17:00.000-05:00,2017,1,Thursday,1,Part Three,WALNUT AVE,42.314744,-71.09376484,0,42.314744,-71.09376484,0,0,Night,0,1,Winter,1,4,Traffic,1,0.0,0.0,3.0,2.0,0.0
I162034260,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,"",,2016-05-03T03:19:00.000-04:00,2016,5,Tuesday,3,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Spring,2,2,Traffic,1,5.0,0.0,1.0,2.0,0.0
I162082495,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,908,,2016-10-08T14:10:00.000-04:00,2016,10,Saturday,14,Part One,FRANKLIN HILL AVE,42.29558507,-71.09158038,0,42.29558507,-71.09158038,0,0,Afternoon,1,3,Fall,4,6,Property,0,2.0,2.0,2.0,1.0,2.0
I162045611,2403,Disorderly Conduct,DISTURBING THE PEACE,C11,355,,2016-06-09T10:51:00.000-04:00,2016,6,Thursday,10,Part Two,GIBSON ST,42.29755533,-71.0597091,0,42.29755533,-71.0597091,0,0,Morning,0,2,Summer,2,4,Other,0,1.0,3.0,0.0,0.0,1.0
I182065428,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,349,,2018-08-16T15:11:00.000-04:00,2018,8,Thursday,15,Part One,ADAMS ST,42.30385443,-71.06087585,0,42.30385443,-71.06087585,0,0,Afternoon,0,3,Summer,3,4,Property,0,1.0,2.0,0.0,1.0,2.0
I182007488,724,Auto Theft,AUTO THEFT,C11,918,,2018-01-28T21:30:00.000-05:00,2018,1,Sunday,21,Part One,SUMNER ST,42.31777605,-71.0619754,0,42.31777605,-71.0619754,0,0,Night,1,3,Winter,1,7,Property,0,1.0,0.0,3.0,1.0,2.0
I162055705,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,102,,2016-07-13T12:19:00.000-04:00,2016,7,Wednesday,12,Part Two,TREMONT ST,42.35637531,-71.06213513,0,42.35637531,-71.06213513,0,0,Afternoon,0,2,Summer,3,3,Violent,0,4.0,2.0,0.0,3.0,1.0
I172051587,3115,Investigate Person,INVESTIGATE PERSON,B2,315,,2017-06-27T09:24:00.000-04:00,2017,6,Tuesday,9,Part Three,CRAWFORD ST,42.31326606,-71.08939926,0,42.31326606,-71.08939926,0,0,Morning,0,1,Summer,2,2,Other,0,0.0,3.0,0.0,0.0,0.0
I162041428,3410,Towed,TOWED MOTOR VEHICLE,C6,234,,2016-05-27T07:31:00.000-04:00,2016,5,Friday,7,Part Three,L ST,42.33106756,-71.03524534,0,42.33106756,-71.03524534,0,0,Morning,0,1,Spring,2,5,Other,0,5.0,3.0,1.0,0.0,0.0
I152087209,301,Robbery,ROBBERY - STREET,B3,443,,2015-10-20T16:45:00.000-04:00,2015,10,Tuesday,16,Part One,GREENWOOD ST,42.29659575,-71.07945406,0,42.29659575,-71.07945406,0,0,Afternoon,0,3,Fall,4,2,Violent,0,2.0,2.0,2.0,3.0,2.0
I172065781,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2017-08-11T01:54:00.000-04:00,2017,8,Friday,1,Part Three,MASCOT ST,42.28424514,-71.08452739,0,42.28424514,-71.08452739,0,0,Night,0,1,Summer,3,5,Other,1,2.0,0.0,0.0,0.0,0.0
I152058592,3502,Missing Person Located,MISSING PERSON - LOCATED,C6,197,,2015-07-15T06:45:00.000-04:00,2015,7,Wednesday,6,Part Three,OLD COLONY AVE,42.33586257,-71.05566936,0,42.33586257,-71.05566936,0,0,Morning,0,1,Summer,3,3,Other,0,5.0,3.0,0.0,0.0,0.0
