INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I182017847,3114,Investigate Property,INVESTIGATE PROPERTY,E13,912,,2018-03-08T21:01:00.000-05:00,2018,3,Thursday,21,Part Three,CENTRE ST,42.32283759,-71.10096723,0,42.32283759,-71.10096723,0,0,Night,0,1,Spring,1,4,Other,0,6.0,0.0,1.0,0.0,0.0
I162089606,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,325,,2016-11-01T23:15:00.000-04:00,2016,11,Tuesday,23,Part Three,HOWARD AVE,42.31468252,-71.07527119,0,42.31468252,-71.07527119,0,0,Night,0,1,Fall,4,2,Other,1,0.0,0.0,2.0,0.0,0.0
I172032500,3301,Verbal Disputes,VERBAL DISPUTE,B2,329,,2017-04-26T15:14:00.000-04:00,2017,4,Wednesday,15,Part Three,STANWOOD ST,42.30762176,-71.07752554,0,42.30762176,-71.07752554,0,0,Afternoon,0,1,Spring,2,3,Other,0,0.0,2.0,1.0,0.0,0.0
I162036152,1402,Vandalism,VANDALISM,B3,908,,2016-05-09T08:30:00.000-04:00,2016,5,Monday,8,Part Two,AMERICAN LEGION HWY,42.29639579,-71.09182248,0,42.29639579,-71.09182248,0,0,Morning,0,2,Spring,2,1,Property,0,2.0,3.0,1.0,1.0,1.0
I162026687,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,E13,645,,2016-04-06T18:20:00.000-04:00,2016,4,Wednesday,18,Part Three,CENTRE ST,42.31265126,-71.11414509,0,42.31265126,-71.11414509,0,0,Evening,0,1,Spring,2,3,Traffic,0,6.0,1.0,1.0,2.0,0.0
I172099917,2403,Disorderly Conduct,DISTURBING THE PEACE,A1,"",,2017-12-01T21:40:00.000-05:00,2017,12,Friday,21,Part Two,ESSEX ST,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,2,Winter,4,5,Other,0,4.0,0.0,3.0,0.0,1.0
I162076410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,450,,2016-09-18T20:25:00.000-04:00,2016,9,Sunday,20,Part Three,WHEATLAND AVE,42.29350272,-71.07344862,0,42.29350272,-71.07344862,0,0,Evening,1,1,Fall,3,7,Other,0,2.0,1.0,2.0,0.0,0.0
I162019961,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,329,,2016-03-14T14:01:00.000-04:00,2016,3,Monday,14,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,2,Spring,1,1,Drug,0,0.0,2.0,1.0,4.0,1.0
I182036292,3501,Missing Person Reported,MISSING PERSON,B3,444,,2018-05-13T10:06:00.000-04:00,2018,5,Sunday,10,Part Three,ABBOT ST,42.29686162,-71.08584183,0,42.29686162,-71.08584183,0,0,Morning,1,1,Spring,2,7,Other,0,2.0,3.0,1.0,0.0,0.0
I152083209,1845,Drug Violation,DRUGS - POSS CLASS D,B2,319,,2015-10-06T19:41:00.000-04:00,2015,10,Tuesday,19,Part Two,BLUE HILL AVE,42.30557347,-71.08471265,0,42.30557347,-71.08471265,0,0,Evening,0,2,Fall,4,2,Drug,0,0.0,1.0,2.0,4.0,1.0
I182002447,1415,Vandalism,GRAFFITI,E18,504,,2018-01-10T12:31:00.000-05:00,2018,1,Wednesday,12,Part Two,WYVERN ST,42.2878734,-71.11636811,0,42.2878734,-71.11636811,0,0,Afternoon,0,2,Winter,1,3,Property,0,7.0,2.0,3.0,1.0,1.0
I172007037,3302,Assembly or Gathering Violations,GATHERING CAUSING ANNOYANCE,A1,"",,2017-01-26T14:59:00.000-05:00,2017,1,Thursday,14,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Winter,1,4,Other,0,4.0,2.0,3.0,0.0,0.0
I172051806,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,"",,2017-06-27T18:29:00.000-04:00,2017,6,Tuesday,18,Part Three,BENNINGTON ST,,,0,42.18246397604247,-70.85870749757449,1,1,Evening,0,1,Summer,2,2,Traffic,0,10.0,1.0,0.0,2.0,0.0
I172043597,3301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2017-06-02T07:29:00.000-04:00,2017,6,Friday,7,Part Three,TRINITY TER,42.30129234,-71.0780698,0,42.30129234,-71.0780698,0,0,Morning,0,1,Summer,2,5,Other,0,2.0,3.0,0.0,0.0,0.0
I172006231,617,Larceny,LARCENY THEFT FROM BUILDING,A1,76,,2017-01-20T07:00:00.000-05:00,2017,1,Friday,7,Part One,NEW CHARDON ST,42.36370521,-71.0587168,0,42.36370521,-71.0587168,0,0,Morning,0,3,Winter,1,5,Property,0,4.0,3.0,3.0,1.0,2.0
I172017662,613,Larceny,LARCENY SHOPLIFTING,A15,105,,2017-03-05T16:22:00.000-05:00,2017,3,Sunday,16,Part One,SUMMER ST,42.35521625,-71.06012863,0,42.35521625,-71.06012863,0,0,Afternoon,1,3,Spring,1,7,Property,0,11.0,2.0,1.0,1.0,2.0
I172005051,311,Robbery,ROBBERY - COMMERCIAL,E13,606,,2017-01-19T18:43:00.000-05:00,2017,1,Thursday,18,Part One,S HUNTINGTON AVE,42.33136931,-71.11185116,0,42.33136931,-71.11185116,0,0,Evening,0,3,Winter,1,4,Violent,0,6.0,1.0,3.0,3.0,2.0
I172024613,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,428,,2017-03-29T15:30:00.000-04:00,2017,3,Wednesday,15,Part Three,MORTON ST,42.28329074,-71.08916307,0,42.28329074,-71.08916307,0,0,Afternoon,0,1,Spring,1,3,Traffic,0,2.0,2.0,1.0,2.0,0.0
I162090284,2204,Liquor Violation,LIQUOR LAW VIOLATION,A1,109,,2016-11-04T00:50:00.000-04:00,2016,11,Friday,0,Part Two,FRANKLIN ST,42.35706352,-71.05308003,0,42.35706352,-71.05308003,0,0,Night,0,2,Fall,4,5,Other,1,4.0,0.0,2.0,0.0,1.0
I152077823,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,316,,2015-09-18T22:10:00.000-04:00,2015,9,Friday,22,Part Three,HUMBOLDT AVE,42.31153554,-71.09079223,0,42.31153554,-71.09079223,0,0,Night,0,1,Fall,3,5,Other,1,0.0,0.0,2.0,0.0,0.0
I182042528,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,913,,2018-06-02T12:40:00.000-04:00,2018,6,Saturday,12,Part Three,OCEAN VIEW DR,42.31957856,-71.04032766,0,42.31957856,-71.04032766,0,0,Afternoon,1,1,Summer,2,6,Other,0,5.0,2.0,0.0,0.0,0.0
I172079859,3410,Towed,TOWED MOTOR VEHICLE,A15,44,,2017-09-25T11:28:00.000-04:00,2017,9,Monday,11,Part Three,MEDFORD ST,42.38048207,-71.06087725,0,42.38048207,-71.06087725,0,0,Morning,0,1,Fall,3,1,Other,0,11.0,3.0,2.0,0.0,0.0
I182048956,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,445,,2018-06-22T23:29:00.000-04:00,2018,6,Friday,23,Part Three,GREENWOOD ST,42.29716347,-71.07954018,0,42.29716347,-71.07954018,0,0,Night,0,1,Summer,2,5,Other,1,2.0,0.0,0.0,0.0,0.0
I162081274,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,903,,2016-10-04T14:37:00.000-04:00,2016,10,Tuesday,14,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,0,42.33543394,-71.08076738,0,0,Afternoon,0,2,Fall,4,2,Other,0,3.0,2.0,2.0,0.0,1.0
I162095529,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,115,,2016-11-22T08:40:00.000-05:00,2016,11,Tuesday,8,Part Two,BOYLSTON ST,42.3523119,-71.0637051,0,42.3523119,-71.0637051,0,0,Morning,0,2,Fall,4,2,Drug,0,4.0,3.0,2.0,4.0,1.0
I182007220,613,Larceny,LARCENY SHOPLIFTING,A15,56,,2018-01-27T21:02:00.000-05:00,2018,1,Saturday,21,Part One,THOMPSON SQ,42.3751514,-71.0639642,0,42.3751514,-71.0639642,0,0,Night,1,3,Winter,1,6,Property,0,11.0,0.0,3.0,1.0,2.0
I152052115,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,138,,2015-06-24T00:30:00.000-04:00,2015,6,Wednesday,0,Part Three,BOYLSTON ST,42.34901954,-71.08130134,0,42.34901954,-71.08130134,0,0,Night,0,1,Summer,2,3,Traffic,1,3.0,0.0,0.0,2.0,0.0
I152061607,617,Larceny,LARCENY THEFT FROM BUILDING,C6,194,,2015-07-25T18:52:00.000-04:00,2015,7,Saturday,18,Part One,DORCHESTER AVE,42.32971683,-71.05696834,0,42.32971683,-71.05696834,0,0,Evening,1,3,Summer,3,6,Property,0,5.0,1.0,0.0,1.0,2.0
I162027335,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,393,,2016-04-08T21:26:00.000-04:00,2016,4,Friday,21,Part Two,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,0,42.28866198,-71.06130524,0,0,Night,0,2,Spring,2,5,Other,0,1.0,0.0,1.0,0.0,1.0
I172028413,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B2,329,,2017-04-12T10:45:00.000-04:00,2017,4,Wednesday,10,Part Two,GENEVA AVE,42.30849045,-71.08210359,0,42.30849045,-71.08210359,0,0,Morning,0,2,Spring,2,3,Drug,0,0.0,3.0,1.0,4.0,1.0
I162090005,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,171,,2016-11-03T07:10:00.000-04:00,2016,11,Thursday,7,Other,E CONCORD ST,42.33572403,-71.07232651,0,42.33572403,-71.07232651,0,0,Morning,0,0,Fall,4,4,Property,0,3.0,3.0,2.0,1.0,3.0
I162052827,3114,Investigate Property,INVESTIGATE PROPERTY,A1,64,,2016-07-03T18:08:00.000-04:00,2016,7,Sunday,18,Part Three,CHARLES ST,42.36192792,-71.07081974,0,42.36192792,-71.07081974,0,0,Evening,1,1,Summer,3,7,Other,0,4.0,1.0,0.0,0.0,0.0
I162045765,3410,Towed,TOWED MOTOR VEHICLE,D4,284,,2016-06-10T10:20:00.000-04:00,2016,6,Friday,10,Part Three,COLUMBUS AVE,42.3372465,-71.0864465,0,42.3372465,-71.0864465,0,0,Morning,0,1,Summer,2,5,Other,0,3.0,3.0,0.0,0.0,0.0
I172054922,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,B2,280,,2017-07-07T14:50:00.000-04:00,2017,7,Friday,14,Part Three,WASHINGTON ST,42.32925905,-71.08482402,0,42.32925905,-71.08482402,0,0,Afternoon,0,1,Summer,3,5,Other,0,0.0,2.0,0.0,0.0,0.0
I172044367,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,"",,2017-06-04T19:29:00.000-04:00,2017,6,Sunday,19,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Evening,1,1,Summer,2,7,Traffic,0,5.0,1.0,0.0,2.0,0.0
I182038146,3115,Investigate Person,INVESTIGATE PERSON,B2,901,,2018-05-19T13:42:00.000-04:00,2018,5,Saturday,13,Part Three,MCGREEVEY WAY,42.33528037,-71.0987126,0,42.33528037,-71.0987126,0,0,Afternoon,1,1,Spring,2,6,Other,0,0.0,2.0,1.0,0.0,0.0
I182036583,3114,Investigate Property,INVESTIGATE PROPERTY,B3,468,,2018-05-14T13:53:00.000-04:00,2018,5,Monday,13,Part Three,WELLINGTON HILL ST,42.27965686,-71.09337672,0,42.27965686,-71.09337672,0,0,Afternoon,0,1,Spring,2,1,Other,0,2.0,2.0,1.0,0.0,0.0
I162036410,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,328,,2016-05-20T16:00:00.000-04:00,2016,5,Friday,16,Part Two,COLUMBIA RD,42.30876959,-71.07460717,0,42.30876959,-71.07460717,0,0,Afternoon,0,2,Spring,2,5,Violent,0,0.0,2.0,1.0,3.0,1.0
I172051649,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,736,,2017-06-25T17:30:00.000-04:00,2017,6,Sunday,17,Part Three,CENTRE ST,42.285946,-71.1553982,0,42.285946,-71.1553982,0,0,Evening,1,1,Summer,2,7,Traffic,0,9.0,1.0,0.0,2.0,0.0
I182066770,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,577,,2018-08-21T00:22:00.000-04:00,2018,8,Tuesday,0,Part Three,WASHINGTON ST,42.31538436,-71.09870021,0,42.31538436,-71.09870021,0,0,Night,0,1,Summer,3,2,Other,1,6.0,0.0,0.0,0.0,0.0
I172091202,2610,Other,TRESPASSING,C6,200,,2017-10-31T20:58:00.000-04:00,2017,10,Tuesday,20,Part Two,W THIRD ST,42.34225675,-71.05405876,0,42.34225675,-71.05405876,0,0,Evening,0,2,Fall,4,2,Other,0,5.0,1.0,2.0,0.0,1.0
I172074190,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,178,,2017-09-07T15:50:00.000-04:00,2017,9,Thursday,15,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,0,42.33152148,-71.07085307,0,0,Afternoon,0,2,Fall,3,4,Drug,0,5.0,2.0,2.0,4.0,1.0
I162031759,1107,Fraud,FRAUD - IMPERSONATION,A1,114,,2016-04-12T00:00:00.000-04:00,2016,4,Tuesday,0,Part Two,ATLANTIC AVE,42.35438252,-71.05213281,0,42.35438252,-71.05213281,0,0,Night,0,2,Spring,2,2,Other,1,4.0,0.0,1.0,0.0,1.0
I172045282,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,328,,2017-06-07T18:25:00.000-04:00,2017,6,Wednesday,18,Part Three,LAWRENCE AVE,42.31077758,-71.07480891,0,42.31077758,-71.07480891,0,0,Evening,0,1,Summer,2,3,Other,0,0.0,1.0,0.0,0.0,0.0
I162059133,2610,Other,TRESPASSING,B3,431,,2016-07-24T20:31:00.000-04:00,2016,7,Sunday,20,Part Two,CALLENDER ST,42.28855818,-71.0883947,0,42.28855818,-71.0883947,0,0,Evening,1,2,Summer,3,7,Other,0,2.0,1.0,0.0,0.0,1.0
I152093971,3501,Missing Person Reported,MISSING PERSON,E18,533,,2015-11-12T11:23:00.000-05:00,2015,11,Thursday,11,Part Three,RIVER ST,42.24973808,-71.13094002,0,42.24973808,-71.13094002,0,0,Morning,0,1,Fall,4,4,Other,0,7.0,3.0,2.0,0.0,0.0
I172075974,2647,Other,THREATS TO DO BODILY HARM,A1,117,,2017-09-13T05:30:00.000-04:00,2017,9,Wednesday,5,Part Two,BOYLSTON ST,42.3523119,-71.0637051,0,42.3523119,-71.0637051,0,0,Night,0,2,Fall,3,3,Other,0,4.0,0.0,2.0,0.0,1.0
I152081475,3410,Towed,TOWED MOTOR VEHICLE,A1,123,,2015-09-30T21:10:00.000-04:00,2015,9,Wednesday,21,Part Three,KNEELAND ST,42.35070525,-71.06185179,0,42.35070525,-71.06185179,0,0,Night,0,1,Fall,3,3,Other,0,4.0,0.0,2.0,0.0,0.0
I182070590,301,Robbery,ROBBERY - STREET,UNKNOWN,"",,2018-09-02T02:00:00.000-04:00,2018,9,Sunday,2,Part One,UNKNOWN,42.34863242,-71.06553747,0,42.34863242,-71.06553747,0,0,Night,1,3,Fall,3,7,Violent,1,12.0,0.0,2.0,3.0,2.0
I152088258,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,509,,2015-10-24T02:00:00.000-04:00,2015,10,Saturday,2,Part One,WELD HILL ST,42.29876976,-71.11361184,0,42.29876976,-71.11361184,0,0,Night,1,3,Fall,4,6,Violent,1,6.0,0.0,2.0,3.0,2.0
I162036779,619,Larceny,LARCENY ALL OTHERS,D14,805,,2016-05-10T17:30:00.000-04:00,2016,5,Tuesday,17,Part One,LEO M BIRMINGHAM PKWY,42.35987019,-71.14680305,0,42.35987019,-71.14680305,0,0,Evening,0,3,Spring,2,2,Property,0,8.0,1.0,1.0,1.0,2.0
I162074073,617,Larceny,LARCENY THEFT FROM BUILDING,B3,457,,2016-09-11T10:29:00.000-04:00,2016,9,Sunday,10,Part One,FOWLER ST,42.30006755,-71.0833691,0,42.30006755,-71.0833691,0,0,Morning,1,3,Fall,3,7,Property,0,2.0,3.0,2.0,1.0,2.0
I162057531,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,523,,2016-07-19T14:20:00.000-04:00,2016,7,Tuesday,14,Part Two,HYDE PARK AVE,42.24260011,-71.13035022,0,42.24260011,-71.13035022,0,0,Afternoon,0,2,Summer,3,2,Other,0,7.0,2.0,0.0,0.0,1.0
I172087504,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E18,533,,2017-10-19T21:27:00.000-04:00,2017,10,Thursday,21,Part Three,RIVER ST,42.25120821,-71.13095369,0,42.25120821,-71.13095369,0,0,Night,0,1,Fall,4,4,Other,0,7.0,0.0,2.0,0.0,0.0
I162027287,3501,Missing Person Reported,MISSING PERSON,E13,572,,2016-04-07T00:00:00.000-04:00,2016,4,Thursday,0,Part Three,WALNUT AVE,42.3128606,-71.0957278,0,42.3128606,-71.0957278,0,0,Night,0,1,Spring,2,4,Other,1,6.0,0.0,1.0,0.0,0.0
I162048279,3115,Investigate Person,INVESTIGATE PERSON,A1,75,,2016-06-17T23:02:00.000-04:00,2016,6,Friday,23,Part Three,CAUSEWAY ST,42.3645957,-71.06278419,0,42.3645957,-71.06278419,0,0,Night,0,1,Summer,2,5,Other,1,4.0,0.0,0.0,0.0,0.0
I172020419,3125,Warrant Arrests,WARRANT ARREST,D14,804,,2017-03-15T20:21:00.000-04:00,2017,3,Wednesday,20,Part Three,EVERETT ST,42.35595391,-71.13852468,0,42.35595391,-71.13852468,0,0,Evening,0,1,Spring,1,3,Other,0,8.0,1.0,1.0,0.0,0.0
I152077696,1845,Drug Violation,DRUGS - POSS CLASS D,B2,"",,2015-09-18T14:48:00.000-04:00,2015,9,Friday,14,Part Two,BIRD ST,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,2,Fall,3,5,Drug,0,0.0,2.0,2.0,4.0,1.0
I152086243,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,442,,2015-10-17T03:05:00.000-04:00,2015,10,Saturday,3,Part Two,BERNARD ST,42.29243585,-71.07950617,0,42.29243585,-71.07950617,0,0,Night,1,2,Fall,4,6,Other,1,2.0,0.0,2.0,0.0,1.0
I162043236,3130,Search Warrants,SEARCH WARRANT,B2,325,,2016-06-02T06:23:00.000-04:00,2016,6,Thursday,6,Part Three,DACIA ST,42.31484522,-71.07738943,0,42.31484522,-71.07738943,0,0,Morning,0,1,Summer,2,4,Other,0,0.0,3.0,0.0,0.0,0.0
I182023438,3001,Medical Assistance,DEATH INVESTIGATION,D4,272,,2018-03-29T15:19:00.000-04:00,2018,3,Thursday,15,Part Three,THORNDIKE ST,42.33305751,-71.07847418,0,42.33305751,-71.07847418,0,0,Afternoon,0,1,Spring,1,4,Other,0,3.0,2.0,1.0,0.0,0.0
I182004369,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,264,,2018-01-17T08:59:00.000-05:00,2018,1,Wednesday,8,Part Three,BLUE HILL AVE,42.31956879,-71.07776264,0,42.31956879,-71.07776264,0,0,Morning,0,1,Winter,1,3,Traffic,0,0.0,3.0,3.0,2.0,0.0
I152067682,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,41,,2015-08-15T22:35:00.000-04:00,2015,8,Saturday,22,Part Three,VINE ST,42.37663167,-71.05593196,0,42.37663167,-71.05593196,0,0,Night,1,1,Summer,3,6,Other,1,11.0,0.0,0.0,0.0,0.0
I172058767,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,227,,2017-07-19T17:00:00.000-04:00,2017,7,Wednesday,17,Part Three,E BROADWAY,42.33568411,-71.03231905,0,42.33568411,-71.03231905,0,0,Evening,0,1,Summer,3,3,Traffic,0,5.0,1.0,0.0,2.0,0.0
I152072025,616,Larceny,LARCENY THEFT OF BICYCLE,D14,775,,2015-08-30T13:01:00.000-04:00,2015,8,Sunday,13,Part One,WALLINGFORD RD,42.34134946,-71.15122795,0,42.34134946,-71.15122795,0,0,Afternoon,1,3,Summer,3,7,Property,0,8.0,2.0,0.0,1.0,2.0
I172107303,617,Larceny,LARCENY THEFT FROM BUILDING,B2,593,,2017-12-30T08:09:00.000-05:00,2017,12,Saturday,8,Part One,FRANCIS ST,42.33606304,-71.10782832,0,42.33606304,-71.10782832,0,0,Morning,1,3,Winter,4,6,Property,0,0.0,3.0,3.0,1.0,2.0
I182013346,3410,Towed,TOWED MOTOR VEHICLE,D14,774,,2018-02-20T10:35:00.000-05:00,2018,2,Tuesday,10,Part Three,COMMONWEALTH AVE,42.33848236,-71.15288978,0,42.33848236,-71.15288978,0,0,Morning,0,1,Winter,1,2,Other,0,8.0,3.0,3.0,0.0,0.0
I172056032,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,"",,2017-07-11T13:19:00.000-04:00,2017,7,Tuesday,13,Part Three,HYDE PARK AVE,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Summer,3,2,Traffic,0,7.0,2.0,0.0,2.0,0.0
I162039164,1402,Vandalism,VANDALISM,B2,268,,2016-05-19T17:54:00.000-04:00,2016,5,Thursday,17,Part Two,EUSTIS ST,42.32723231,-71.07548216,0,42.32723231,-71.07548216,0,0,Evening,0,2,Spring,2,4,Property,0,0.0,1.0,1.0,1.0,1.0
I162017549,3410,Towed,TOWED MOTOR VEHICLE,E13,578,,2016-03-05T20:30:00.000-05:00,2016,3,Saturday,20,Part Three,FORBES ST,42.3211829,-71.1068278,0,42.3211829,-71.1068278,0,0,Evening,1,1,Spring,1,6,Other,0,6.0,1.0,1.0,0.0,0.0
I182004571,3410,Towed,TOWED MOTOR VEHICLE,C11,336,,2018-01-17T19:01:00.000-05:00,2018,1,Wednesday,19,Part Three,BOWDOIN ST,42.30406551,-71.0700332,0,42.30406551,-71.0700332,0,0,Evening,0,1,Winter,1,3,Other,0,1.0,1.0,3.0,0.0,0.0
I162047235,3410,Towed,TOWED MOTOR VEHICLE,E13,639,,2016-06-15T06:42:00.000-04:00,2016,6,Wednesday,6,Part Three,CHESTNUT AVE,42.31290884,-71.10986001,0,42.31290884,-71.10986001,0,0,Morning,0,1,Summer,2,3,Other,0,6.0,3.0,0.0,0.0,0.0
I162095649,3410,Towed,TOWED MOTOR VEHICLE,E18,524,,2016-11-22T14:20:00.000-05:00,2016,11,Tuesday,14,Part Three,NEEDHAM RD,42.24249788,-71.12326854,0,42.24249788,-71.12326854,0,0,Afternoon,0,1,Fall,4,2,Other,0,7.0,2.0,2.0,0.0,0.0
I172102421,3115,Investigate Person,INVESTIGATE PERSON,A1,167,,2017-12-10T17:55:00.000-05:00,2017,12,Sunday,17,Part Three,HARRISON AVE,42.33954199,-71.06940877,0,42.33954199,-71.06940877,0,0,Evening,1,1,Winter,4,7,Other,0,4.0,1.0,3.0,0.0,0.0
I182066487,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,436,,2018-08-10T00:00:00.000-04:00,2018,8,Friday,0,Part Two,WITHINGTON ST,42.28784229,-71.07263066,0,42.28784229,-71.07263066,0,0,Night,0,2,Summer,3,5,Other,1,2.0,0.0,0.0,0.0,1.0
I162006735,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,334,,2016-01-25T19:09:00.000-05:00,2016,1,Monday,19,Part Three,BOWDOIN ST,42.30839354,-71.06473124,0,42.30839354,-71.06473124,0,0,Evening,0,1,Winter,1,1,Other,0,1.0,1.0,3.0,0.0,0.0
I162011365,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,913,,2016-02-05T03:35:00.000-05:00,2016,2,Friday,3,Part Two,OCEAN VIEW DR,42.31855308,-71.03860648,0,42.31855308,-71.03860648,0,0,Night,0,2,Winter,1,5,Violent,1,5.0,0.0,3.0,3.0,1.0
I152091766,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,357,,2015-11-05T05:54:00.000-05:00,2015,11,Thursday,5,Part Three,WASHINGTON ST,42.2969072,-71.07233558,0,42.2969072,-71.07233558,0,0,Night,0,1,Fall,4,4,Traffic,0,1.0,0.0,2.0,2.0,0.0
I182004171,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,"",,2018-01-16T14:55:00.000-05:00,2018,1,Tuesday,14,Part Three,PORTER ST,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Winter,1,2,Traffic,0,10.0,2.0,3.0,2.0,0.0
I172028698,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,,2017-04-13T08:00:00.000-04:00,2017,4,Thursday,8,Part One,CHARLES ST,42.36339723,-71.07022378,0,42.36339723,-71.07022378,0,0,Morning,0,3,Spring,2,4,Violent,0,4.0,3.0,1.0,3.0,2.0
I182068465,619,Larceny,LARCENY ALL OTHERS,E5,691,,2018-08-24T10:00:00.000-04:00,2018,8,Friday,10,Part One,CENTRE ST,42.28709355,-71.14822128,0,42.28709355,-71.14822128,0,0,Morning,0,3,Summer,3,5,Property,0,9.0,3.0,0.0,1.0,2.0
I182027282,2401,Disorderly Conduct,AFFRAY,C11,356,,2018-04-12T12:12:00.000-04:00,2018,4,Thursday,12,Part Two,GENEVA AVE,42.29848866,-71.06313294,0,42.29848866,-71.06313294,0,0,Afternoon,0,2,Spring,2,4,Other,0,1.0,2.0,1.0,0.0,1.0
I172037381,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,116,,2017-05-12T16:00:00.000-04:00,2017,5,Friday,16,Part Three,ESSEX ST,42.35235362,-71.05815283,0,42.35235362,-71.05815283,0,0,Afternoon,0,1,Spring,2,5,Traffic,0,4.0,2.0,1.0,2.0,0.0
I172040091,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,416,,2017-05-21T12:00:00.000-04:00,2017,5,Sunday,12,Part Two,FULLER ST,42.28154388,-71.07350542,0,42.28154388,-71.07350542,0,0,Afternoon,1,2,Spring,2,7,Violent,0,2.0,2.0,1.0,3.0,1.0
I182040308,3115,Investigate Person,INVESTIGATE PERSON,B2,295,,2018-05-26T08:00:00.000-04:00,2018,5,Saturday,8,Part Three,REGENT ST,42.32591891,-71.08366216,0,42.32591891,-71.08366216,0,0,Morning,1,1,Spring,2,6,Other,0,0.0,3.0,1.0,0.0,0.0
I172000764,2670,Criminal Harassment,CRIMINAL HARASSMENT,C11,341,,2017-01-03T20:53:00.000-05:00,2017,1,Tuesday,20,Part Two,SPEEDWELL ST,42.30406722,-71.06760042,0,42.30406722,-71.06760042,0,0,Evening,0,2,Winter,1,2,Other,0,1.0,1.0,3.0,0.0,1.0
